sentence,word,hierarchical,non-hierarchical
581,-,,
581,the,,HAS_LOCATION
581,zone,GENUS,HAS_LOCATION
581,where,,HAS_LOCATION
581,voids,,HAS_LOCATION
581,in,,HAS_LOCATION
581,the,,HAS_LOCATION
581,rock,,HAS_LOCATION
581,are,,HAS_LOCATION
581,partly,,HAS_LOCATION
581,filled,,HAS_LOCATION
581,with,,HAS_LOCATION
581,air,,HAS_LOCATION
581,and,,
581,through,,HAS_FUNCTION
581,which,,HAS_FUNCTION
581,water,,HAS_FUNCTION
581,descends,,HAS_FUNCTION
581,under,,HAS_FUNCTION
581,gravity,,HAS_FUNCTION
581,.,,
582,vauclusian,DEFINIENDUM,
582,spring,DEFINIENDUM,
582,-,,
582,a,,
582,spring,GENUS,
582,rising,,HAS_FORM
582,up,,HAS_FORM
582,a,,HAS_FORM
582,deep,,HAS_FORM
582,",",,HAS_FORM
582,steeply,,HAS_FORM
582,inclined,,HAS_FORM
582,",",,HAS_FORM
582,waterfilled,,HAS_FORM
582,passage,,HAS_FORM
582,into,,HAS_FORM
582,a,,HAS_FORM
582,small,,HAS_FORM
582,surface,,HAS_FORM
582,pool,,HAS_FORM
582,.,,
583,vermiculation,DEFINIENDUM,
583,-,,
583,pattern,,HAS_FORM
583,of,,HAS_FORM
583,thin,,HAS_FORM
583,",",,HAS_FORM
583,worm-shaped,,HAS_FORM
583,coatings,,HAS_FORM
583,of,,HAS_FORM
583,day,,HAS_FORM
583,or,,
583,silt,,
583,on,,HAS_LOCATION
583,cave,,HAS_LOCATION
583,surfaces,,HAS_LOCATION
583,.,,
584,water,DEFINIENDUM,
584,table,DEFINIENDUM,
584,-,,
584,the,,
584,surface,,
584,between,,HAS_LOCATION
584,phreatic,,HAS_LOCATION
584,water,,HAS_LOCATION
584,",",,HAS_LOCATION
584,which,,HAS_LOCATION
584,completely,,HAS_LOCATION
584,fills,,HAS_LOCATION
584,voids,,HAS_LOCATION
584,in,,HAS_LOCATION
584,the,,HAS_LOCATION
584,rock,,HAS_LOCATION
584,",",,HAS_LOCATION
584,and,,HAS_LOCATION
584,ground,,HAS_LOCATION
584,air,,HAS_LOCATION
584,",",,HAS_LOCATION
584,which,,HAS_LOCATION
584,partially,,HAS_LOCATION
584,fills,,HAS_LOCATION
584,higher,,HAS_LOCATION
584,voids,,HAS_LOCATION
584,.,,
585,water,DEFINIENDUM,
585,tracing,DEFINIENDUM,
585,-,,
585,determination,,STUDIES
585,of,,STUDIES
585,water,,STUDIES
585,connection,,STUDIES
585,between,,STUDIES
585,points,,STUDIES
585,of,,STUDIES
585,stream,,STUDIES
585,disappearance,,STUDIES
585,or,,STUDIES
585,of,,STUDIES
585,soil,,STUDIES
585,water,,STUDIES
585,seepage,,STUDIES
585,and,,STUDIES
585,points,,STUDIES
585,of,,STUDIES
585,reappearance,,STUDIES
585,on,,HAS_LOCATION
585,the,,HAS_LOCATION
585,surface,,HAS_LOCATION
585,or,,HAS_LOCATION
585,underground,,HAS_LOCATION
585,.,,
586,well,DEFINIENDUM,
586,-,,
586,a,,
586,deep,,HAS_FORM
586,rounded,,HAS_FORM
586,hole,GENUS,
586,in,,HAS_LOCATION
586,a,,HAS_LOCATION
586,cave,,HAS_LOCATION
586,floor,,HAS_LOCATION
586,or,,
586,on,,HAS_LOCATION
586,the,,HAS_LOCATION
586,surface,,HAS_LOCATION
586,in,,HAS_LOCATION
586,karst,,HAS_LOCATION
586,.,,
587,collapse,DEFINIENDUM,
587,breccia,DEFINIENDUM,
587,:,,
587,A,,
587,mass,GENUS,
587,of,GENUS,
587,rock,GENUS,
587,composed,,COMPOSITION_MEDIUM
587,of,,COMPOSITION_MEDIUM
587,angular,,COMPOSITION_MEDIUM
587,to,,COMPOSITION_MEDIUM
587,rounded,,COMPOSITION_MEDIUM
587,fragments,,COMPOSITION_MEDIUM
587,of,,COMPOSITION_MEDIUM
587,limestone,,COMPOSITION_MEDIUM
587,or,,COMPOSITION_MEDIUM
587,dolomite,,COMPOSITION_MEDIUM
587,that,,
587,has,,HAS_CAUSE
587,formed,,HAS_CAUSE
587,as,,HAS_CAUSE
587,the,,HAS_CAUSE
587,result,,HAS_CAUSE
587,of,,HAS_CAUSE
587,the,,HAS_CAUSE
587,collapse,,HAS_CAUSE
587,of,,HAS_CAUSE
587,the,,HAS_CAUSE
587,roof,,HAS_CAUSE
587,of,,HAS_CAUSE
587,a,,HAS_CAUSE
587,cave,,HAS_CAUSE
587,",",,HAS_CAUSE
587,of,,HAS_CAUSE
587,an,,HAS_CAUSE
587,underlying,,HAS_CAUSE
587,cave,,HAS_CAUSE
587,",",,HAS_CAUSE
587,or,,HAS_CAUSE
587,of,,HAS_CAUSE
587,an,,HAS_CAUSE
587,overhanging,,HAS_CAUSE
587,ledge,,HAS_CAUSE
587,.,,
587,See,,
587,also,,
587,solution,,
587,breccia,,
587,.,,
588,collapse,DEFINIENDUM,
588,sink,DEFINIENDUM,
588,:,,
588,A,,
588,closed,GENUS,HAS_FORM
588,depression,GENUS,
588,formed,,HAS_CAUSE
588,by,,HAS_CAUSE
588,the,,HAS_CAUSE
588,collapse,,HAS_CAUSE
588,of,,HAS_CAUSE
588,tie,,HAS_CAUSE
588,roof,,HAS_CAUSE
588,of,,HAS_CAUSE
588,a,,HAS_CAUSE
588,cave,,HAS_CAUSE
588,.,,
588,See,,
588,also,,
588,doline,,
588,.,,
589,column,,
589,:,,
589,A,,
589,flowstone,GENUS,
589,formation,GENUS,
589,",",,
589,generally,,
589,cylindrical,,HAS_FORM
589,",",,
589,formed,,HAS_CAUSE
589,by,,HAS_CAUSE
589,the,,HAS_CAUSE
589,union,,HAS_CAUSE
589,of,,HAS_CAUSE
589,a,,HAS_CAUSE
589,stalactite,,HAS_CAUSE
589,and,,HAS_CAUSE
589,stalagmite,,HAS_CAUSE
589,.,,
589,See,,
589,also,,
589,pillar,,
589,.,,
590,conduit,DEFINIENDUM,
590,:,,
590,A,,
590,subterranean,,HAS_LOCATION
590,stream,GENUS,
590,course,GENUS,
590,filled,,HAS_ATTRIBUTE
590,completely,,HAS_ATTRIBUTE
590,with,,HAS_ATTRIBUTE
590,water,,HAS_ATTRIBUTE
590,and,,HAS_ATTRIBUTE
590,always,,HAS_ATTRIBUTE
590,under,,HAS_ATTRIBUTE
590,hydrostatic,,HAS_ATTRIBUTE
590,pressure,,HAS_ATTRIBUTE
590,.,,
590,See,,
590,also,,
590,siphon,,
590,.,,
591,cone,DEFINIENDUM,
591,karst,DEFINIENDUM,
591,:,,
591,A,,
591,type,,
591,of,,
591,karst,GENUS,
591,topography,GENUS,
591,",",,
591,common,,HAS_LOCATION
591,in,,HAS_LOCATION
591,the,,HAS_LOCATION
591,tropicr,,HAS_LOCATION
591,.,,
591,characterized,,HAS_FORM
591,by,,HAS_FORM
591,star-shaped,,HAS_FORM
591,depressions,,HAS_FORM
591,at,,HAS_LOCATION
591,the,,HAS_LOCATION
591,feet,,HAS_LOCATION
591,of,,HAS_LOCATION
591,many,,HAS_LOCATION
591,steep-sided,,HAS_LOCATION
591,core-shaped,,HAS_LOCATION
591,hills,,HAS_LOCATION
591,.,,
591,A,,
591,variety,,
591,of,,
591,Kegelkarst,,
591,.,,
591,See,,
591,also,,
591,cockpit,,
591,karst,,
591,.,,
592,constructive,DEFINIENDUM,
592,waterfall,DEFINIENDUM,
592,:,,
592,A,,
592,large,,HAS_SIZE
592,rimstone,,COMPOSITION_MEDIUM
592,dam,GENUS,
592,on,,HAS_LOCATION
592,a,,HAS_LOCATION
592,surface,,HAS_LOCATION
592,stream,,HAS_LOCATION
592,.,,
593,conulite,DEFINIENDUM,
593,:,,
593,A,,
593,hollow,,HAS_FORM
593,",",,HAS_FORM
593,cone-shaped,,HAS_FORM
593,speleothem,GENUS,
593,formed,,HAS_CAUSE
593,when,,HAS_CAUSE
593,a,,HAS_CAUSE
593,conical,,HAS_CAUSE
593,depression,,HAS_CAUSE
593,is,,HAS_CAUSE
593,drilled,,HAS_CAUSE
593,in,,HAS_CAUSE
593,cave,,HAS_CAUSE
593,mud,,HAS_CAUSE
593,by,,HAS_CAUSE
593,falling,,HAS_CAUSE
593,water,,HAS_CAUSE
593,.,,
593,Subsequent,,HAS_CAUSE
593,erosion,,HAS_CAUSE
593,may,,HAS_CAUSE
593,remove,,HAS_CAUSE
593,the,,HAS_CAUSE
593,mud,,HAS_CAUSE
593,",",,HAS_CAUSE
593,isolating,,HAS_CAUSE
593,the,,HAS_CAUSE
593,calcite,,HAS_CAUSE
593,lining,,HAS_CAUSE
593,of,,HAS_CAUSE
593,the,,HAS_CAUSE
593,depression,,HAS_CAUSE
593,.,,
594,corridor,DEFINIENDUM,
594,:,,
594,A,,
594,fairly,,
594,level,,HAS_FORM
594,and,,HAS_FORM
594,straight,,HAS_FORM
594,passage,GENUS,
594,that,,
594,links,,HAS_FUNCTION
594,two,,HAS_FUNCTION
594,or,,HAS_FUNCTION
594,more,,HAS_FUNCTION
594,rooms,,HAS_FUNCTION
594,or,,HAS_FUNCTION
594,chambers,,HAS_FUNCTION
594,in,,HAS_FUNCTION
594,a,,HAS_FUNCTION
594,cave,,HAS_FUNCTION
594,.,,
595,corridor,DEFINIENDUM,
595,:,,
595,Intersecting,,HAS_FORM
595,linear,,HAS_FORM
595,depressions,,HAS_FORM
595,on,,HAS_LOCATION
595,the,,HAS_LOCATION
595,surface,,HAS_LOCATION
595,of,,HAS_LOCATION
595,the,,HAS_LOCATION
595,land,,HAS_LOCATION
595,",",,
595,related,,
595,to,,
595,joints,,
595,or,,
595,dikes,,
595,.,,
595,See,,
595,also,,
595,bogaz,,
595,;,,
595,struga,,
595,;,,
595,zanjon,,
595,.,,
596,corrosion,DEFINIENDUM,
596,:,,
596,Erosion,GENUS,
596,by,,HAS_CAUSE
596,solution,,HAS_CAUSE
596,or,,HAS_CAUSE
596,chemical,,HAS_CAUSE
596,action,,HAS_CAUSE
596,.,,
596,See,,
596,also,,
596,corrasion,DEFINIENDUM,
596,.,,
597,cove,DEFINIENDUM,
597,:,,
597,Narrow,,HAS_FORM
597,steep-sided,,HAS_FORM
597,karst,GENUS,
597,valley,GENUS,
597,flanking,,HAS_LOCATION
597,limestone,,HAS_LOCATION
597,plateaus,,HAS_LOCATION
597,.,,
598,covered,DEFINIENDUM,
598,karst,DEFINIENDUM,
598,:,DEFINIENDUM,
598,A,,
598,terrain,GENUS,
598,of,,
598,karst,,
598,features,,
598,",",,
598,usually,,
598,subdued,,HAS_LOCATION
598,",",,
598,resulting,,HAS_CAUSE
598,from,,HAS_CAUSE
598,the,,HAS_CAUSE
598,development,,HAS_CAUSE
598,of,,HAS_CAUSE
598,solution,,HAS_CAUSE
598,features,,HAS_CAUSE
598,in,,HAS_CAUSE
598,limestone,,HAS_CAUSE
598,covered,,HAS_CAUSE
598,by,,HAS_CAUSE
598,soil,,HAS_CAUSE
598,;,,
598,contrasted,,COMPOSITION_MEDIUM
598,with,,COMPOSITION_MEDIUM
598,naked,,COMPOSITION_MEDIUM
598,karst,,COMPOSITION_MEDIUM
598,",",,COMPOSITION_MEDIUM
598,which,,COMPOSITION_MEDIUM
598,is,,COMPOSITION_MEDIUM
598,soil,,COMPOSITION_MEDIUM
598,free,,COMPOSITION_MEDIUM
598,.,,
598,See,,
598,also,,
598,buried,,
598,karst,,
598,.,,
599,crawl,DEFINIENDUM,
599,",",,
599,crawlway,DEFINIENDUM,
599,:,,
599,A,,
599,cave,,
599,passage,GENUS,
599,that,,HAS_SIZE
599,must,,HAS_SIZE
599,be,,HAS_SIZE
599,negotiated,,HAS_SIZE
599,on,,HAS_SIZE
599,hands,,HAS_SIZE
599,and,,HAS_SIZE
599,knees,,HAS_SIZE
599,",",,
599,crescentic,,HAS_FORM
599,wall,,HAS_FORM
599,niche,,HAS_FORM
599,.,,
599,See,,
599,meander,,
599,niche,,
599,.,,
600,crevice,DEFINIENDUM,
600,karst,DEFINIENDUM,
600,:,,
600,An,,
600,intricate,,HAS_FORM
600,irregular,,HAS_FORM
600,crevice,,
600,system,,
600,that,,
600,has,,HAS_CAUSE
600,formed,,HAS_CAUSE
600,by,,HAS_CAUSE
600,solution,,HAS_CAUSE
600,widening,,HAS_CAUSE
600,of,,HAS_CAUSE
600,closely,,HAS_CAUSE
600,spaced,,HAS_CAUSE
600,joints,,HAS_CAUSE
600,.,,
600,Crevices,,HAS_SIZE
600,may,,HAS_SIZE
600,be,,HAS_SIZE
600,as,,HAS_SIZE
600,much,,HAS_SIZE
600,as,,HAS_SIZE
600,6,,HAS_SIZE
600,meters,,HAS_SIZE
600,across,,HAS_SIZE
600,and,,HAS_SIZE
600,20,,HAS_SIZE
600,meters,,HAS_SIZE
600,deep,,HAS_SIZE
600,.,,
600,Especially,,
600,well,,
600,developed,,
600,near,,HAS_LOCATION
600,rivers,,HAS_LOCATION
600,in,,HAS_POSITION
600,lowland,,HAS_POSITION
600,New,,HAS_POSITION
600,Guinea,,HAS_POSITION
600,.,,
601,crust,DEFINIENDUM,
601,stone,DEFINIENDUM,
601,:,,
601,A,,DEFINED_AS
601,fragile,,DEFINED_AS
601,layer,,DEFINED_AS
601,of,,DEFINED_AS
601,flowstone,GENUS,DEFINED_AS
601,covering,,HAS_LOCATION
601,portions,,HAS_LOCATION
601,of,,HAS_LOCATION
601,walls,,HAS_LOCATION
601,of,,HAS_LOCATION
601,caves,,HAS_LOCATION
601,;,,
601,looks,,HAS_FORM
601,like,,HAS_FORM
601,a,,HAS_FORM
601,flaky,,HAS_FORM
601,crust,,HAS_FORM
601,.,,
601,Found,,HAS_POSITION
601,in,,HAS_POSITION
601,some,,HAS_POSITION
601,Kentucky,,HAS_POSITION
601,caves,,HAS_POSITION
601,.,,
602,crystal,DEFINIENDUM,
602,cave,DEFINIENDUM,
602,:,,
602,A,,
602,cave,GENUS,
602,in,,CONTAINS
602,which,,CONTAINS
602,much,,CONTAINS
602,of,,CONTAINS
602,the,,CONTAINS
602,surface,,CONTAINS
602,of,,CONTAINS
602,the,,CONTAINS
602,roof,,CONTAINS
602,",",,CONTAINS
602,walls,,CONTAINS
602,",",,CONTAINS
602,and,,CONTAINS
602,floor,,CONTAINS
602,is,,CONTAINS
602,covered,,CONTAINS
602,with,,CONTAINS
602,well-formed,,CONTAINS
602,mineral,,CONTAINS
602,crystals,,CONTAINS
602,.,,
603,crystal,DEFINIENDUM,
603,pool,DEFINIENDUM,
603,:,,
603,In,,HAS_LOCATION
603,caves,,HAS_LOCATION
603,a,,
603,pool,GENUS,
603,",",,
603,generally,,HAS_FUNCTION
603,having,,HAS_FUNCTION
603,little,,HAS_FUNCTION
603,or,,HAS_FUNCTION
603,no,,HAS_FUNCTION
603,overflow,,HAS_FUNCTION
603,",",,
603,containing,,CONTAINS
603,crystals,,CONTAINS
603,.,,
604,cul-de-sac,DEFINIENDUM,
604,",",,
604,dead,DEFINIENDUM,
604,end,DEFINIENDUM,
604,:,,
604,A,,
604,subterranean,,HAS_LOCATION
604,passage,GENUS,
604,having,,HAS_FORM
604,only,,HAS_FORM
604,one,,HAS_FORM
604,entry,,HAS_FORM
604,.,,
605,limestone,DEFINIENDUM,
605,pavement,DEFINIENDUM,
605,:,,
605,A,,
605,bare,,
605,plane,,
605,surface,GENUS,COMPOSITION_MEDIUM
605,of,,COMPOSITION_MEDIUM
605,limestone,,COMPOSITION_MEDIUM
605,",",,
605,parallel,,HAS_LOCATION
605,to,,HAS_LOCATION
605,the,,HAS_LOCATION
605,bedding,,HAS_LOCATION
605,",",,
605,commonly,,HAS_FORM
605,divided,,HAS_FORM
605,into,,HAS_FORM
605,blocks,,HAS_FORM
605,by,,HAS_FORM
605,solutionally,,HAS_FORM
605,widened,,HAS_FORM
605,joints,,HAS_FORM
605,",",,
605,and,,
605,pitted,,CONTAINS
605,by,,CONTAINS
605,solution,,CONTAINS
605,pans,,CONTAINS
605,.,,
606,live,DEFINIENDUM,
606,cave,DEFINIENDUM,
606,:,,
606,Cave,GENUS,
606,in,,CONTAINS
606,which,,CONTAINS
606,there,,CONTAINS
606,is,,CONTAINS
606,river,,CONTAINS
606,action,,CONTAINS
606,or,,CONTAINS
606,active,,CONTAINS
606,deposition,,CONTAINS
606,of,,CONTAINS
606,speleothems,,CONTAINS
606,.,,
606,Compare,,
606,active,DEFINIENDUM,
606,cave,DEFINIENDUM,
606,.,,
607,lost,DEFINIENDUM,
607,river,DEFINIENDUM,
607,:,,
607,In,,HAS_LOCATION
607,a,,HAS_LOCATION
607,karst,,HAS_LOCATION
607,region,,HAS_LOCATION
607,",",,
607,a,,HAS_FORM
607,surface,GENUS,HAS_FORM
607,stream,GENUS,HAS_FORM
607,that,,HAS_ATTRIBUTE
607,enters,,HAS_ATTRIBUTE
607,an,,HAS_ATTRIBUTE
607,underground,,HAS_ATTRIBUTE
607,course,,HAS_ATTRIBUTE
607,.,,
608,lycopodium,DEFINIENDUM,
608,spores,DEFINIENDUM,
608,:,,
608,Spores,GENUS,
608,of,,COMPOSITION_MEDIUM
608,lycopodium,,COMPOSITION_MEDIUM
608,claratum,,COMPOSITION_MEDIUM
608,",",,
608,which,,HAS_FUNCTION
608,can,,HAS_FUNCTION
608,be,,HAS_FUNCTION
608,used,,HAS_FUNCTION
608,in,,HAS_FUNCTION
608,natural,,HAS_FUNCTION
608,or,,HAS_FUNCTION
608,dyed,,HAS_FUNCTION
608,color,,HAS_FUNCTION
608,as,,HAS_FUNCTION
608,a,,HAS_FUNCTION
608,label,,HAS_FUNCTION
608,in,,STUDIES
608,studying,,STUDIES
608,ground-water,,STUDIES
608,movement,,STUDIES
608,in,,HAS_LOCATION
608,karst,,HAS_LOCATION
608,areas,,HAS_LOCATION
608,.,,
609,meander,DEFINIENDUM,
609,:,,
609,In,,HAS_LOCATION
609,a,,HAS_LOCATION
609,cave,,HAS_LOCATION
609,",",,
609,an,,HAS_FORM
609,arcuate,,HAS_FORM
609,curve,GENUS,HAS_FORM
609,in,,HAS_LOCATION
609,a,,HAS_LOCATION
609,channel,,HAS_LOCATION
609,formed,,HAS_CAUSE
609,by,,HAS_CAUSE
609,lateral,,HAS_CAUSE
609,shifting,,HAS_CAUSE
609,of,,HAS_CAUSE
609,a,,HAS_CAUSE
609,cave,,HAS_CAUSE
609,stream,,HAS_CAUSE
609,.,,
609,See,,
609,ceiling,,
609,meander,,
609,;,,
609,meander,,
609,niche,,
609,.,,
610,meander,DEFINIENDUM,
610,niche,DEFINIENDUM,
610,:,,
610,A,,
610,conical,,HAS_FORM
610,or,,HAS_FORM
610,crescentshaped,,HAS_FORM
610,opening,,HAS_FORM
610,in,,HAS_LOCATION
610,the,,HAS_LOCATION
610,wall,,HAS_LOCATION
610,of,,HAS_LOCATION
610,a,,HAS_LOCATION
610,cave,,HAS_LOCATION
610,",",,
610,formed,,HAS_CAUSE
610,by,,HAS_CAUSE
610,the,,HAS_CAUSE
610,downward,,HAS_CAUSE
610,and,,HAS_CAUSE
610,lateral,,HAS_CAUSE
610,erosion,,HAS_CAUSE
610,of,,HAS_CAUSE
610,a,,HAS_CAUSE
610,stream,,HAS_CAUSE
610,on,,HAS_CAUSE
610,the,,HAS_CAUSE
610,floor,,HAS_CAUSE
610,of,,HAS_CAUSE
610,a,,HAS_CAUSE
610,passage,,HAS_CAUSE
610,.,,
611,merokarst,DEFINIENDUM,
611,:,,
611,Defined,,
611,by,,
611,Cvijic,,
611,to,,
611,indicate,,
611,imperfect,,
611,karst,GENUS,
611,topography,GENUS,
611,as,,COMPOSITION_MEDIUM
611,found,,COMPOSITION_MEDIUM
611,on,,COMPOSITION_MEDIUM
611,thin,,COMPOSITION_MEDIUM
611,",",,COMPOSITION_MEDIUM
611,impure,,COMPOSITION_MEDIUM
611,",",,COMPOSITION_MEDIUM
611,or,,COMPOSITION_MEDIUM
611,chalky,,COMPOSITION_MEDIUM
611,limestone,,COMPOSITION_MEDIUM
611,where,,CONTAINS
611,surface,,CONTAINS
611,drainage,,CONTAINS
611,and,,CONTAINS
611,dry,,CONTAINS
611,valleys,,CONTAINS
611,are,,CONTAINS
611,present,,CONTAINS
611,in,,CONTAINS
611,addition,,CONTAINS
611,to,,CONTAINS
611,some,,CONTAINS
611,karstic,,CONTAINS
611,features,,CONTAINS
611,.,,
611,Contrast,,
611,perfectly,,
611,formed,,
611,holokarst,,
611,.,,
612,microkarst,DEFINIENDUM,
612,:,,
612,Karst,GENUS,
612,topography,,
612,in,,
612,which,,
612,all,,
612,surficial,,HAS_SIZE
612,features,,HAS_SIZE
612,are,,HAS_SIZE
612,small,,HAS_SIZE
612,;,,
612,an,,
612,area,,
612,dominated,,CONTAINS
612,by,,CONTAINS
612,minor,,CONTAINS
612,karst,,CONTAINS
612,features,,CONTAINS
612,.,,
613,Mischungskorrosion,DEFINIENDUM,
613,:,,
613,Dissolving,,DEFINED_AS
613,of,,DEFINED_AS
613,limestone,,DEFINED_AS
613,by,,COMPOSITION_MEDIUM
613,water,,COMPOSITION_MEDIUM
613,derived,,HAS_CAUSE
613,from,,HAS_CAUSE
613,the,,HAS_CAUSE
613,mixing,,HAS_CAUSE
613,of,,HAS_CAUSE
613,two,,HAS_CAUSE
613,saturated,,HAS_CAUSE
613,waters,,HAS_CAUSE
613,that,,HAS_CAUSE
613,differ,,HAS_CAUSE
613,in,,HAS_CAUSE
613,carbon,,HAS_CAUSE
613,dioxide,,HAS_CAUSE
613,partial,,HAS_CAUSE
613,pressure,,HAS_CAUSE
613,.,,
613,Such,,
613,a,,
613,mixture,,
613,is,,
613,undersaturated,,
613,because,,
613,a,,
613,nonlinear,,
613,re,,
613,,,
613,ation,,
613,exists,,
613,between,,
613,calcite,,
613,solubility,,
613,and,,
613,the,,
613,partial,,
613,pressure,,
613,of,,
613,carbon,,
613,dioxide,,
613,.,,
614,mogote,DEFINIENDUM,
614,:,,
614,A,,
614,steep-sided,,HAS_FORM
614,hill,GENUS,
614,of,,COMPOSITION_MEDIUM
614,limestone,,COMPOSITION_MEDIUM
614,",",,
614,generally,,
614,surrounded,,HAS_FORM
614,by,,HAS_FORM
614,nearly,,HAS_FORM
614,flat,,HAS_FORM
614,alluviated,,HAS_FORM
614,plains,,HAS_FORM
614,;,,
614,karst,DEFINIENDUM,
614,inselberg,DEFINIENDUM,
614,.,,
614,Originally,,
614,used,,
614,in,,HAS_POSITION
614,Cuba,,HAS_POSITION
614,in,,
614,referring,,
614,to,,
614,residual,,
614,hills,,
614,of,,
614,folded,,
614,limestone,,
614,in,,HAS_POSITION
614,the,,HAS_POSITION
614,Sierra,,HAS_POSITION
614,de,,HAS_POSITION
614,los,,HAS_POSITION
614,Organos,,HAS_POSITION
614,but,,
614,now,,
614,used,,
614,internationally,,
614,for,,
614,karst,,HAS_FORM
614,residual,,HAS_FORM
614,hills,,HAS_FORM
614,in,,HAS_POSITION
614,the,,HAS_POSITION
614,Tropics,,HAS_POSITION
614,.,,
615,moon,DEFINIENDUM,
615,milk,DEFINIENDUM,
615,:,,
615,A,,
615,white,,HAS_ATTRIBUTE
615,plastic,,HAS_FORM
615,calcareous,,COMPOSITION_MEDIUM
615,cave,GENUS,
615,deposit,GENUS,
615,composed,,COMPOSITION_MEDIUM
615,of,,COMPOSITION_MEDIUM
615,calcite,,COMPOSITION_MEDIUM
615,",",,COMPOSITION_MEDIUM
615,huntite,,COMPOSITION_MEDIUM
615,",",,COMPOSITION_MEDIUM
615,or,,COMPOSITION_MEDIUM
615,magnesite,,COMPOSITION_MEDIUM
615,.,,
615,From,,
615,Swiss,,
615,dialect,,
615,moon,,
615,-,,
615,milch,,
615,",",,
615,elf's,,
615,milk,,
615,.,,
615,Corrupt,,
615,spelling,,
615,mondmilch,,
615,is,,
615,common,,
615,.,,
616,mud,DEFINIENDUM,
616,stalagmite,DEFINIENDUM,
616,:,,
616,Stalagmite,GENUS,
616,composed,,COMPOSITION_MEDIUM
616,principally,,COMPOSITION_MEDIUM
616,of,,COMPOSITION_MEDIUM
616,clay,,COMPOSITION_MEDIUM
616,or,,COMPOSITION_MEDIUM
616,sandy,,COMPOSITION_MEDIUM
616,clay,,COMPOSITION_MEDIUM
616,and,,COMPOSITION_MEDIUM
616,commonly,,COMPOSITION_MEDIUM
616,less,,COMPOSITION_MEDIUM
616,than,,COMPOSITION_MEDIUM
616,30,,COMPOSITION_MEDIUM
616,percent,,COMPOSITION_MEDIUM
616,calcium,,COMPOSITION_MEDIUM
616,carbonate,,COMPOSITION_MEDIUM
616,.,,
617,naked,DEFINIENDUM,
617,karst,DEFINIENDUM,
617,",",,
617,bare,DEFINIENDUM,
617,karst,DEFINIENDUM,
617,:,,
617,Karst,GENUS,
617,topography,,
617,having,,CONTAINS
617,much,,CONTAINS
617,exposed,,CONTAINS
617,bedrock,,CONTAINS
617,.,,
618,natural,DEFINIENDUM,
618,arch,DEFINIENDUM,
618,:,,
618,A,,
618,rock,,HAS_FORM
618,arch,GENUS,HAS_FORM
618,or,,
618,very,,HAS_FORM
618,short,,HAS_FORM
618,natural,,HAS_FORM
618,tunnel,,HAS_FORM
618,;,,
618,contrasted,,
618,with,,
618,natural,,
618,bridge,,
618,",",,
618,which,,
618,spans,,
618,a,,
618,ravine,,
618,or,,
618,valley,,
618,.,,
619,natural,DEFINIENDUM,
619,bridge,DEFINIENDUM,
619,:,,
619,A,,
619,rock,,HAS_FORM
619,bridge,GENUS,HAS_FORM
619,spanning,,HAS_FORM
619,a,,HAS_FORM
619,ravine,,HAS_FORM
619,and,,
619,not,,HAS_CAUSE
619,yet,,HAS_CAUSE
619,eroded,,HAS_CAUSE
619,away,,HAS_CAUSE
619,.,,
620,natural,DEFINIENDUM,
620,tunnel,DEFINIENDUM,
620,:,,
620,A,,
620,nearly,,HAS_FORM
620,horizontal,,HAS_FORM
620,cave,GENUS,
620,open,,HAS_FORM
620,at,,HAS_FORM
620,both,,HAS_FORM
620,ends,,HAS_FORM
620,",",,
620,generally,,HAS_FORM
620,fairly,,HAS_FORM
620,straight,,HAS_FORM
620,in,,HAS_FORM
620,direction,,HAS_FORM
620,and,,HAS_FORM
620,fairly,,HAS_FORM
620,uniform,,HAS_FORM
620,in,,HAS_FORM
620,cross,,HAS_FORM
620,section,,HAS_FORM
620,.,,
621,rill,DEFINIENDUM,
621,:,,
621,Small,,HAS_SIZE
621,solution,,HAS_CAUSE
621,groove,GENUS,
621,on,,HAS_LOCATION
621,surface,,HAS_LOCATION
621,exposures,,HAS_LOCATION
621,of,,HAS_LOCATION
621,limestone,,HAS_LOCATION
621,;,,
621,most,,HAS_LOCATION
621,common,,HAS_LOCATION
621,in,,HAS_LOCATION
621,arid,,HAS_LOCATION
621,or,,HAS_LOCATION
621,semiarid,,HAS_LOCATION
621,areas,,HAS_LOCATION
621,.,,
622,Rillenstein,DEFINIENDUM,
622,:,,
622,Microsolution,,HAS_CAUSE
622,grooves,,
622,and,,
622,pitting,,
622,on,,HAS_LOCATION
622,rock,,HAS_LOCATION
622,surface,,HAS_LOCATION
622,.,,
623,rimstone,DEFINIENDUM,
623,:,,
623,Calcareous,,COMPOSITION_MEDIUM
623,deposits,,
623,formed,,HAS_LOCATION
623,around,,HAS_LOCATION
623,the,,HAS_LOCATION
623,rims,,HAS_LOCATION
623,of,,HAS_LOCATION
623,overflowing,,HAS_LOCATION
623,basins,,HAS_LOCATION
623,",",,HAS_LOCATION
623,especially,,HAS_LOCATION
623,in,,HAS_LOCATION
623,caves,,HAS_LOCATION
623,.,,
624,rimstone,DEFINIENDUM,
624,barrage,DEFINIENDUM,
624,",",,
624,rimstone,DEFINIENDUM,
624,barrier,DEFINIENDUM,
624,",",,
624,rimstone,DEFINIENDUM,
624,dam,DEFINIENDUM,
624,:,,
624,A,,
624,wall-shaped,,HAS_FORM
624,deposit,,
