Sentence,Word,POS,Tag
,movement,NOUN,O
,in,ADP,O
,karst,NOUN,O
,areas,NOUN,O
,.,PUNCT,O
Sentence 594,meander,NOUN,DFD
,:,PUNCT,O
,In,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,an,DET,O
,arcuate,NOUN,O
,curve,NOUN,GEN
,in,ADP,O
,a,DET,O
,channel,NOUN,O
,formed,VERB,O
,by,ADP,O
,lateral,ADJ,O
,shifting,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,stream,NOUN,O
,.,PUNCT,O
,See,VERB,O
,ceiling,NOUN,O
,meander,NOUN,O
,;,PUNCT,O
,meander,NOUN,O
,niche,NOUN,O
,.,PUNCT,O
Sentence 595,meander,NOUN,DFD
,niche,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,conical,ADJ,O
,or,CCONJ,O
,crescentshaped,NOUN,O
,opening,NOUN,O
,in,ADP,O
,the,DET,O
,wall,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,formed,VERB,O
,by,ADP,O
,the,DET,O
,downward,ADJ,O
,and,CCONJ,O
,lateral,ADJ,O
,erosion,NOUN,O
,of,ADP,O
,a,DET,O
,stream,NOUN,O
,on,ADP,O
,the,DET,O
,floor,NOUN,O
,of,ADP,O
,a,DET,O
,passage,NOUN,O
,.,PUNCT,O
Sentence 596,merokarst,NOUN,DFD
,:,PUNCT,O
,Defined,VERB,O
,by,ADP,O
,Cvijic,PROPN,O
,to,PART,O
,indicate,VERB,O
,imperfect,ADJ,O
,karst,NOUN,GEN
,topography,NOUN,GEN
,as,SCONJ,O
,found,VERB,O
,on,ADP,O
,thin,ADJ,O
,",",PUNCT,O
,impure,ADV,O
,",",PUNCT,O
,or,CCONJ,O
,chalky,NOUN,O
,limestone,NOUN,O
,where,ADV,O
,surface,NOUN,O
,drainage,NOUN,O
,and,CCONJ,O
,dry,ADJ,O
,valleys,NOUN,O
,are,AUX,O
,present,ADJ,O
,in,ADP,O
,addition,NOUN,O
,to,ADP,O
,some,DET,O
,karstic,NOUN,O
,features,NOUN,O
,.,PUNCT,O
,Contrast,VERB,O
,perfectly,ADV,O
,formed,VERB,O
,holokarst,NOUN,O
,.,PUNCT,O
Sentence 597,microkarst,NOUN,DFD
,:,PUNCT,O
,Karst,NOUN,GEN
,topography,NOUN,O
,in,ADP,O
,which,PRON,O
,all,DET,O
,surficial,NOUN,O
,features,NOUN,O
,are,AUX,O
,small,ADJ,O
,;,PUNCT,O
,an,DET,O
,area,NOUN,O
,dominated,VERB,O
,by,ADP,O
,minor,ADJ,O
,karst,NOUN,O
,features,NOUN,O
,.,PUNCT,O
Sentence 598,Mischungskorrosion,NOUN,DFD
,:,PUNCT,O
,Dissolving,NOUN,O
,of,ADP,O
,limestone,NOUN,O
,by,ADP,O
,water,NOUN,O
,derived,VERB,O
,from,ADP,O
,the,DET,O
,mixing,NOUN,O
,of,ADP,O
,two,NUM,O
,saturated,VERB,O
,waters,NOUN,O
,that,PRON,O
,differ,VERB,O
,in,ADP,O
,carbon,NOUN,O
,dioxide,NOUN,O
,partial,ADJ,O
,pressure,NOUN,O
,.,PUNCT,O
,Such,DET,O
,a,DET,O
,mixture,NOUN,O
,is,AUX,O
,undersaturated,ADV,O
,because,SCONJ,O
,a,DET,O
,nonlinear,ADJ,O
,re,ADP,O
,a,DET,O
,ation,NOUN,O
,exists,VERB,O
,between,ADP,O
,calcite,NOUN,O
,solubility,NOUN,O
,and,CCONJ,O
,the,DET,O
,partial,ADJ,O
,pressure,NOUN,O
,of,ADP,O
,carbon,NOUN,O
,dioxide,NOUN,O
,.,PUNCT,O
Sentence 599,mogote,PROPN,O
,:,PUNCT,O
,A,DET,O
,steep-sided,VERB,O
,hill,NOUN,GEN
,of,ADP,O
,limestone,NOUN,O
,",",PUNCT,O
,generally,ADV,O
,surrounded,VERB,O
,by,ADP,O
,nearly,ADV,O
,flat,ADJ,O
,alluviated,ADV,O
,plains,NOUN,O
,;,PUNCT,O
,karst,NOUN,DFD
,inselberg,NOUN,DFD
,.,PUNCT,O
,Originally,ADV,O
,used,VERB,O
,in,ADP,O
,Cuba,PROPN,O
,in,SCONJ,O
,referring,VERB,O
,to,ADP,O
,residual,ADJ,O
,hills,NOUN,O
,of,ADP,O
,folded,VERB,O
,limestone,NOUN,O
,in,ADP,O
,the,DET,O
,Sierra,PROPN,O
,de,PROPN,O
,los,PROPN,O
,Organos,PROPN,O
,but,CCONJ,O
,now,ADV,O
,used,VERB,O
,internationally,ADV,O
,for,ADP,O
,karst,NOUN,O
,residual,ADJ,O
,hills,NOUN,O
,in,ADP,O
,the,DET,O
,Tropics,NOUN,O
,.,PUNCT,O
Sentence 600,mogote,PROPN,DFD
,:,PUNCT,O
,A,DET,O
,steep-sided,VERB,O
,hill,NOUN,GEN
,of,ADP,O
,limestone,NOUN,O
,",",PUNCT,O
,generally,ADV,O
,surrounded,VERB,O
,by,ADP,O
,nearly,ADV,O
,flat,ADJ,O
,alluviated,ADV,O
,plains,NOUN,O
,;,PUNCT,O
,karst,NOUN,O
,inselberg,NOUN,O
,.,PUNCT,O
,Originally,ADV,O
,used,VERB,O
,in,ADP,O
,Cuba,PROPN,O
,in,SCONJ,O
,referring,VERB,O
,to,ADP,O
,residual,ADJ,O
,hills,NOUN,O
,of,ADP,O
,folded,VERB,O
,limestone,NOUN,O
,in,ADP,O
,the,DET,O
,Sierra,PROPN,O
,de,PROPN,O
,los,PROPN,O
,Organos,PROPN,O
,but,CCONJ,O
,now,ADV,O
,used,VERB,O
,internationally,ADV,O
,for,ADP,O
,karst,NOUN,O
,residual,ADJ,O
,hills,NOUN,O
,in,ADP,O
,the,DET,O
,Tropics,NOUN,O
,.,PUNCT,O
Sentence 601,moon,NOUN,DFD
,milk,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,white,ADJ,O
,plastic,ADJ,O
,calcareous,NOUN,O
,cave,NOUN,GEN
,deposit,NOUN,GEN
,composed,VERB,O
,of,ADP,O
,calcite,NOUN,O
,",",PUNCT,O
,huntite,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,magnesite,NOUN,O
,.,PUNCT,O
,From,ADP,O
,Swiss,ADJ,O
,dialect,NOUN,O
,moon,NOUN,O
,-,SYM,O
,milch,NOUN,O
,",",PUNCT,O
,elf,NOUN,O
,',PART,O
,s,PART,O
,milk,NOUN,O
,.,PUNCT,O
,Corrupt,ADJ,O
,spelling,NOUN,O
,mondmilch,PROPN,O
,is,AUX,O
,common,ADJ,O
,.,PUNCT,O
Sentence 602,mud,NOUN,DFD
,stalagmite,NOUN,DFD
,:,PUNCT,O
,Stalagmite,NOUN,GEN
,composed,VERB,O
,principally,ADV,O
,of,ADP,O
,clay,NOUN,O
,or,CCONJ,O
,sandy,NOUN,O
,clay,NOUN,O
,and,CCONJ,O
,commonly,ADV,O
,less,ADV,O
,than,ADP,O
,30,NUM,O
,percent,NOUN,O
,calcium,NOUN,O
,carbonate,NOUN,O
,.,PUNCT,O
Sentence 603,naked,ADJ,DFD
,karst,NOUN,DFD
,",",PUNCT,O
,bare,ADJ,O
,karst,NOUN,O
,:,PUNCT,O
,Karst,NOUN,GEN
,topography,NOUN,O
,having,VERB,O
,much,ADJ,O
,exposed,VERB,O
,bedrock,NOUN,O
,.,PUNCT,O
Sentence 604,naked,ADJ,O
,karst,NOUN,DFD
,",",PUNCT,O
,bare,ADJ,DFD
,karst,NOUN,O
,:,PUNCT,O
,Karst,NOUN,GEN
,topography,NOUN,O
,having,VERB,O
,much,ADJ,O
,exposed,VERB,O
,bedrock,NOUN,O
,.,PUNCT,O
Sentence 605,natural,ADJ,DFD
,arch,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,rock,NOUN,O
,arch,NOUN,GEN
,or,CCONJ,O
,very,ADV,O
,short,ADJ,O
,natural,ADJ,O
,tunnel,NOUN,O
,;,PUNCT,O
,contrasted,VERB,O
,with,ADP,O
,natural,ADJ,O
,bridge,NOUN,O
,",",PUNCT,O
,which,PRON,O
,spans,VERB,O
,a,DET,O
,ravine,NOUN,O
,or,CCONJ,O
,valley,NOUN,O
,.,PUNCT,O
Sentence 606,natural,ADJ,DFD
,bridge,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,rock,NOUN,O
,bridge,NOUN,GEN
,spanning,VERB,O
,a,DET,O
,ravine,NOUN,O
,and,CCONJ,O
,not,PART,O
,yet,ADV,O
,eroded,VERB,O
,away,ADV,O
,.,PUNCT,O
Sentence 607,natural,ADJ,DFD
,tunnel,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,nearly,ADV,O
,horizontal,ADJ,O
,cave,NOUN,GEN
,open,ADJ,O
,at,ADP,O
,both,DET,O
,ends,NOUN,O
,",",PUNCT,O
,generally,ADV,O
,fairly,ADV,O
,straight,ADJ,O
,in,ADP,O
,direction,NOUN,O
,and,CCONJ,O
,fairly,ADV,O
,uniform,ADJ,O
,in,ADP,O
,cross,NOUN,O
,section,NOUN,O
,.,PUNCT,O
Sentence 608,natural,ADJ,DFD
,well,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,vertical,ADJ,O
,shaft,NOUN,GEN
,in,ADP,O
,limestone,NOUN,O
,",",PUNCT,O
,open,ADJ,O
,to,ADP,O
,the,DET,O
,surface,NOUN,O
,and,CCONJ,O
,having,VERB,O
,water,NOUN,O
,at,ADP,O
,the,DET,O
,bottom,NOUN,O
,;,PUNCT,O
,similar,ADJ,O
,to,ADP,O
,a,DET,O
,cenote,NOUN,O
,.,PUNCT,O
Sentence 609,network,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,complex,ADJ,O
,pattern,NOUN,O
,of,ADP,O
,repeatedly,ADV,O
,connected,VERB,O
,passages,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,system,NOUN,O
,.,PUNCT,O
,Synonym,NOUN,O
,:,PUNCT,O
,labyrinth,NOUN,O
,.,PUNCT,O
Sentence 610,nip,NOUN,DFD
,:,PUNCT,O
,An,DET,O
,undercutting,NOUN,O
,notch,NOUN,O
,in,ADP,O
,rock,NOUN,O
,",",PUNCT,O
,particularly,ADV,O
,limestone,NOUN,O
,",",PUNCT,O
,along,ADP,O
,a,DET,O
,seacoast,NOUN,O
,between,ADP,O
,high,ADJ,O
,and,CCONJ,O
,low,ADJ,O
,tide,NOUN,O
,levels,NOUN,O
,",",PUNCT,O
,produced,VERB,O
,by,ADP,O
,erosion,NOUN,O
,or,CCONJ,O
,solution,NOUN,O
,.,PUNCT,O
Sentence 611,outflow,NOUN,DFD
,cave,NOUN,DFD
,:,PUNCT,O
,Cave,NOUN,GEN
,from,ADP,O
,which,PRON,O
,stream,NOUN,O
,flows,VERB,O
,out,ADV,O
,or,CCONJ,O
,formerly,ADV,O
,did,VERB,O
,so,ADV,O
,.,PUNCT,O
,Synonym,NOUN,O
,",",PUNCT,O
,effluent,NOUN,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 612,outflow,NOUN,O
,cave,NOUN,DFD
,:,PUNCT,O
,Cave,NOUN,GEN
,from,ADP,O
,which,PRON,O
,stream,NOUN,O
,flows,VERB,O
,out,ADV,O
,or,CCONJ,O
,formerly,ADV,O
,did,VERB,O
,so,ADV,O
,.,PUNCT,O
,Synonym,NOUN,O
,",",PUNCT,O
,effluent,NOUN,DFD
,cave,NOUN,O
,.,PUNCT,O
Sentence 613,paleokarst,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,karstified,NOUN,O
,rock,NOUN,O
,or,CCONJ,O
,area,NOUN,O
,that,PRON,O
,has,AUX,O
,been,AUX,O
,buried,VERB,O
,by,ADP,O
,later,ADJ,O
,sediments,NOUN,O
,;,PUNCT,O
,in,ADP,O
,some,DET,O
,places,NOUN,O
,",",PUNCT,O
,ancient,ADJ,O
,caves,NOUN,O
,have,AUX,O
,been,AUX,O
,completely,ADV,O
,filled,VERB,O
,by,ADP,O
,the,DET,O
,later,ADJ,O
,sediments,NOUN,O
,",",PUNCT,O
Sentence 614,palette,NOUN,DFD
,:,PUNCT,O
,In,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,a,DET,O
,more,ADV,O
,or,CCONJ,O
,less,ADV,O
,flat,ADJ,O
,protruding,VERB,O
,sheet,NOUN,O
,of,ADP,O
,crystalline,ADJ,O
,calcium,NOUN,O
,carbonate,NOUN,O
,spared,VERB,O
,during,ADP,O
,solution,NOUN,O
,of,ADP,O
,the,DET,O
,rock,NOUN,O
,on,ADP,O
,each,DET,O
,side,NOUN,O
,of,ADP,O
,it,PRON,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,blade,NOUN,O
,;,PUNCT,O
,shield,NOUN,O
,.,PUNCT,O
Sentence 615,partition,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,nearly,ADV,O
,vertical,ADJ,O
,residual,ADJ,O
,rock,NOUN,O
,mass,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
,residual,ADJ,O
Sentence 616,pepino,PROPN,DFD
,hill,NOUN,DFD
,:,PUNCT,O
,Rounded,ADJ,O
,or,CCONJ,O
,conical-shaped,ADJ,O
,hill,NOUN,GEN
,resulting,VERB,O
,from,ADP,O
,tropical,ADJ,O
,humid,ADJ,O
,karst,NOUN,O
,action,NOUN,O
,.,PUNCT,O
,Term,NOUN,O
,generally,ADV,O
,replaced,VERB,O
,in,ADP,O
,Puerto,PROPN,O
,Rico,PROPN,O
,by,ADP,O
,mogote,PROPN,O
,.,PUNCT,O
Sentence 617,phreas,NOUN,O
,",",PUNCT,O
,phreatic,NOUN,DFD
,water,NOUN,DFD
,:,PUNCT,O
,Water,NOUN,GEN
,in,ADP,O
,the,DET,O
,zone,NOUN,O
,of,ADP,O
,saturation,NOUN,O
,;,PUNCT,O
,water,NOUN,O
,below,ADP,O
,the,DET,O
,water,NOUN,O
,table,NOUN,O
,.,PUNCT,O
Sentence 618,phreas,NOUN,DFD
,",",PUNCT,O
,phreatic,NOUN,O
,water,NOUN,O
,:,PUNCT,O
,Water,NOUN,GEN
,in,ADP,O
,the,DET,O
,zone,NOUN,O
,of,ADP,O
,saturation,NOUN,O
,;,PUNCT,O
,water,NOUN,O
,below,ADP,O
,the,DET,O
,water,NOUN,O
,table,NOUN,O
,.,PUNCT,O
Sentence 619,phreatic,NOUN,DFD
,zone,NOUN,DFD
,:,PUNCT,O
,The,DET,O
,region,NOUN,O
,below,ADP,O
,the,DET,O
,water,NOUN,O
,table,NOUN,O
,",",PUNCT,O
,in,ADP,O
,which,DET,O
,rock,NOUN,O
,is,AUX,O
,saturated,VERB,O
,with,ADP,O
,water,NOUN,O
,.,PUNCT,O
Sentence 620,pillar,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,column,NOUN,O
,of,ADP,O
,rock,NOUN,O
,remaining,VERB,O
,after,ADP,O
,solution,NOUN,O
,of,ADP,O
,the,DET,O
,surrounding,VERB,O
,rock,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,rock,NOUN,O
,pillar,NOUN,O
,.,PUNCT,O
Sentence 621,pillar,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,stalactitestalagmite,NOUN,O
,that,PRON,O
,reaches,VERB,O
,from,ADP,O
,roof,NOUN,O
,to,ADP,O
,floor,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,;,PUNCT,O
,more,ADV,O
,properly,ADV,O
,termed,VERB,O
,a,DET,O
,column,NOUN,O
,.,PUNCT,O
Sentence 622,pillar,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,tall,ADJ,O
,thin,ADJ,O
,stalagmite,NOUN,GEN
,that,PRON,O
,does,AUX,O
,not,PART,O
,reach,VERB,O
,the,DET,O
,roof,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,also,ADV,O
,pipe,NOUN,O
,.,PUNCT,O
,Small,ADJ,O
,cylindrical,NOUN,O
,hole,NOUN,O
,in,ADP,O
,unconsolidated,ADV,O
,sediments,NOUN,O
,",",PUNCT,O
,caused,VERB,O
,by,ADP,O
,removal,NOUN,O
,of,ADP,O
,fine,ADJ,O
,material,NOUN,O
,by,ADP,O
,water,NOUN,O
,.,PUNCT,O
Sentence 623,piping,NOUN,DFD
,:,PUNCT,O
,Formation,NOUN,O
,of,ADP,O
,a,DET,O
,passage,NOUN,O
,by,ADP,O
,water,NOUN,O
,under,ADP,O
,pressure,NOUN,O
,in,ADP,O
,the,DET,O
,form,NOUN,O
,of,ADP,O
,conduits,NOUN,O
,through,ADP,O
,permeable,NOUN,O
,materials,NOUN,O
,when,ADV,O
,the,DET,O
,hydraulic,ADJ,O
,head,NOUN,O
,exceeds,VERB,O
,a,DET,O
,certain,ADJ,O
,critical,ADJ,O
,value,NOUN,O
,.,PUNCT,O
Sentence 624,pit,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,deep,ADJ,O
,hole,NOUN,GEN
,",",PUNCT,O
,generally,ADV,O
,circular,ADJ,O
,in,ADP,O
,outline,NOUN,O
,",",PUNCT,O
,having,VERB,O
,vertical,ADJ,O
,or,CCONJ,O
,nearly,ADV,O
,vertical,ADJ,O
,walls,NOUN,O
,.,PUNCT,O
Sentence 625,piton,NOUN,DFD
,:,PUNCT,O
,Limestone,NOUN,O
,hill,NOUN,GEN
,having,VERB,O
,sharply,ADV,O
,pointed,VERB,O
,peak,NOUN,O
,.,PUNCT,O
Sentence 626,pitted,VERB,DFD
,plain,NOUN,DFD
,:,PUNCT,O
,Plain,NOUN,GEN
,having,VERB,O
,numerous,ADJ,O
,small,ADJ,O
,closely,ADV,O
,spaced,VERB,O
,closed,VERB,O
,depressions,NOUN,O
,.,PUNCT,O
Sentence 627,pocket,NOUN,DFD
,:,PUNCT,O
,Solution,NOUN,O
,cavity,NOUN,GEN
,in,ADP,O
,ceiling,NOUN,O
,",",PUNCT,O
,floor,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,walls,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,shaped,VERB,O
,like,ADP,O
,the,DET,O
,interior,NOUN,O
,of,ADP,O
,a,DET,O
,round-bottomed,NOUN,O
,kettle,NOUN,O
,;,PUNCT,O
,unrelated,ADJ,O
,to,ADP,O
,joints,NOUN,O
,or,CCONJ,O
,bedding,NOUN,O
,.,PUNCT,O
Sentence 628,polje,PROPN,O
,:,PUNCT,O
,In,ADP,O
,areas,NOUN,O
,of,ADP,O
,karst,NOUN,O
,topography,NOUN,O
,",",PUNCT,O
,a,DET,O
,very,ADV,O
,large,ADJ,O
,closed,ADJ,GEN
,depression,NOUN,GEN
,",",PUNCT,O
,in,ADP,O
,some,DET,O
,places,NOUN,O
,several,ADJ,O
,kilometers,NOUN,O
,long,ADJ,O
,and,CCONJ,O
,wide,ADJ,O
,",",PUNCT,O
,having,VERB,O
,a,DET,O
,flat,ADJ,O
,floor,NOUN,O
,either,CCONJ,O
,of,ADP,O
,bare,ADJ,O
,limestone,NOUN,O
,or,CCONJ,O
,covered,VERB,O
,by,ADP,O
,alluvium,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,surrounded,VERB,O
,by,ADP,O
,generally,ADV,O
,steep,ADJ,O
,walls,NOUN,O
,of,ADP,O
,limestone,NOUN,O
,.,PUNCT,O
,Synonym,NOUN,O
,:,PUNCT,O
,interior,ADJ,DFD
,valley,NOUN,DFD
,.,PUNCT,O
Sentence 629,polje,PROPN,DFD
,:,PUNCT,O
,In,ADP,O
,areas,NOUN,O
,of,ADP,O
,karst,NOUN,O
,topography,NOUN,O
,",",PUNCT,O
,a,DET,O
,very,ADV,O
,large,ADJ,O
,closed,ADJ,GEN
,depression,NOUN,GEN
,",",PUNCT,O
,in,ADP,O
,some,DET,O
,places,NOUN,O
,several,ADJ,O
,kilometers,NOUN,O
,long,ADJ,O
,and,CCONJ,O
,wide,ADJ,O
,",",PUNCT,O
,having,VERB,O
,a,DET,O
,flat,ADJ,O
,floor,NOUN,O
,either,CCONJ,O
,of,ADP,O
,bare,ADJ,O
,limestone,NOUN,O
,or,CCONJ,O
,covered,VERB,O
,by,ADP,O
,alluvium,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,surrounded,VERB,O
,by,ADP,O
,generally,ADV,O
,steep,ADJ,O
,walls,NOUN,O
,of,ADP,O
,limestone,NOUN,O
,.,PUNCT,O
,Synonym,NOUN,O
,:,PUNCT,O
,interior,ADJ,O
,valley,NOUN,O
,.,PUNCT,O
Sentence 630,polygonal,ADJ,DFD
,karst,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,karst,NOUN,GEN
,area,NOUN,GEN
,where,ADV,O
,the,DET,O
,surface,NOUN,O
,is,AUX,O
,completely,ADV,O
,pitted,VERB,O
,with,ADP,O
,closed,VERB,O
,depressions,NOUN,O
,",",PUNCT,O
,the,DET,O
,divides,NOUN,O
,of,ADP,O
,which,PRON,O
,form,VERB,O
,a,DET,O
,crudely,ADV,O
,polygonal,ADV,O
,network,NOUN,O
,.,PUNCT,O
,Especially,ADV,O
,common,ADJ,O
,in,ADP,O
,humid,ADJ,O
,tropical,ADJ,O
,cone-karst,NOUN,O
,terrain,NOUN,O
,",",PUNCT,O
,but,CCONJ,O
,also,ADV,O
,found,VERB,O
,in,ADP,O
,well-formed,ADV,O
,temperate,ADJ,O
,doline-karst,NOUN,O
,terrain,NOUN,O
,.,PUNCT,O
Sentence 631,ponor,PROPN,DFD
,:,PUNCT,O
,Hole,NOUN,GEN
,in,ADP,O
,the,DET,O
,bottom,NOUN,O
,or,CCONJ,O
,side,NOUN,O
,of,ADP,O
,a,DET,O
,closed,VERB,O
,depression,NOUN,O
,through,ADP,O
,which,PRON,O
,water,NOUN,O
,passes,VERB,O
,to,ADP,O
,or,CCONJ,O
,from,ADP,O
,an,DET,O
,underground,ADJ,O
,channel,NOUN,O
,.,PUNCT,O
,Compare,VERB,O
,swallet,PROPN,O
,",",PUNCT,O
,swallow,NOUN,O
,hole,NOUN,O
,.,PUNCT,O
Sentence 632,pool,NOUN,DFD
,deposit,NOUN,DFD
,:,PUNCT,O
,Crystalline,ADJ,GEN
,material,NOUN,GEN
,deposited,VERB,O
,in,ADP,O
,an,DET,O
,isolated,ADJ,O
,pool,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 633,pore,NOUN,DFD
,deposit,NOUN,DFD
,:,PUNCT,O
,Mineral,NOUN,GEN
,matter,NOUN,GEN
,deposited,VERB,O
,on,ADP,O
,the,DET,O
,interior,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,from,ADP,O
,water,NOUN,O
,entering,VERB,O
,the,DET,O
,cave,NOUN,O
,so,ADV,O
,slowly,ADV,O
,through,ADP,O
,pores,NOUN,O
,and,CCONJ,O
,cracks,NOUN,O
,that,SCONJ,O
,it,PRON,O
,does,AUX,O
,not,PART,O
,form,VERB,O
,drops,NOUN,O
,.,PUNCT,O
Sentence 634,porthole,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,nearly,ADV,O
,circular,ADJ,O
,natural,ADJ,O
,opening,NOUN,GEN
,in,ADP,O
,a,DET,O
,thin,ADJ,O
,rock,NOUN,O
,wall,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,window,NOUN,O
,.,PUNCT,O
Sentence 635,pothole,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,small,ADJ,O
,rounded,VERB,O
,hole,NOUN,O
,worn,VERB,O
,into,ADP,O
,rock,NOUN,O
,in,ADP,O
,a,DET,O
,streambed,NOUN,O
,",",PUNCT,O
,at,ADP,O
,a,DET,O
,waterfall,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,near,ADP,O
,sea,NOUN,O
,level,NOUN,O
,by,ADP,O
,sand,NOUN,O
,",",PUNCT,O
,gravel,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,stones,NOUN,O
,being,AUX,O
,spun,VERB,O
,around,ADV,O
,by,ADP,O
,force,NOUN,O
,of,ADP,O
,the,DET,O
,currents,NOUN,O
,;,PUNCT,O
,a,DET,O
,nature,NOUN,O
,mill,NOUN,O
,.,PUNCT,O
Sentence 636,pothole,NOUN,DFD
,:,PUNCT,O
,Term,NOUN,O
,used,VERB,O
,in,ADP,O
,England,PROPN,O
,for,ADP,O
,vertical,ADJ,O
,or,CCONJ,O
,steeply,ADV,O
,inclined,VERB,O
,shaft,NOUN,GEN
,in,ADP,O
,limestone,NOUN,O
,.,PUNCT,O
Sentence 637,pseudokarst,NOUN,DFD
,:,PUNCT,O
,Karstlike,NOUN,O
,terrain,NOUN,O
,produced,VERB,O
,by,ADP,O
,a,DET,O
,process,NOUN,O
,other,ADJ,O
,than,ADP,O
,the,DET,O
,dissolving,ADV,O
,of,ADP,O
,rock,NOUN,O
,",",PUNCT,O
,such,ADJ,O
,as,ADP,O
,the,DET,O
,rough,ADJ,O
,surface,NOUN,O
,above,ADP,O
,a,DET,O
,lava,NOUN,O
,field,NOUN,O
,",",PUNCT,O
,where,ADV,O
,the,DET,O
,ceilings,NOUN,O
,of,ADP,O
,lava,NOUN,O
,tubes,NOUN,O
,have,AUX,O
,collapsed,VERB,O
,Features,NOUN,O
,of,ADP,O
,pseudokarst,NOUN,O
,include,VERB,O
,lava,NOUN,O
,tunnels,NOUN,O
,",",PUNCT,O
,lava,NOUN,O
,tubes,NOUN,O
,",",PUNCT,O
,lava,NOUN,O
,stalactites,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,lava,NOUN,O
,stalagmites,NOUN,O
,.,PUNCT,O
,rough,ADJ,O
,surface,NOUN,O
,above,ADP,O
,a,DET,O
,lava,NOUN,O
,field,NOUN,O
Sentence 638,residual,ADJ,DFD
,clay,NOUN,DFD
,:,PUNCT,O
,Clay,NOUN,O
,or,CCONJ,O
,sandy,NOUN,O
,clay,NOUN,O
,remaining,VERB,O
,on,ADP,O
,a,DET,O
,rock,NOUN,O
,surface,NOUN,O
,after,ADP,O
,removal,NOUN,O
,of,ADP,O
,calcium,NOUN,O
,carbonate,NOUN,O
,by,ADP,O
,solution,NOUN,O
,.,PUNCT,O
Sentence 639,resurgence,NOUN,DFD
,:,PUNCT,O
,Point,NOUN,GEN
,at,ADP,O
,which,PRON,O
,an,DET,O
,underground,ADJ,O
,stream,NOUN,O
,reaches,VERB,O
,the,DET,O
,surface,NOUN,O
,and,CCONJ,O
,becomes,VERB,O
,a,DET,O
,surface,NOUN,O
,stream,NOUN,O
,.,PUNCT,O
,In,ADP,O
,European,ADJ,O
,literature,NOUN,O
,",",PUNCT,O
,the,DET,O
,term,NOUN,O
,is,AUX,O
,reserved,VERB,O
,for,ADP,O
,the,DET,O
,reemergence,ADV,O
,of,ADP,O
,a,DET,O
,stream,NOUN,O
,that,PRON,O
,has,AUX,O
,earlier,ADV,O
,sunk,VERB,O
,upstream,ADV,O
,;,PUNCT,O
,the,DET,O
,term,NOUN,O
,exsurgence,NOUN,O
,is,AUX,O
,applied,VERB,O
,to,ADP,O
,a,DET,O
,stream,NOUN,O
,without,ADP,O
,known,VERB,O
,surface,NOUN,O
,headwaters,NOUN,O
,.,PUNCT,O
Sentence 640,rice,NOUN,DFD
,paddy,NOUN,DFD
,:,PUNCT,O
,In,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,a,DET,O
,terraced,NOUN,O
,rimstone,NOUN,O
,pool,NOUN,GEN
,.,PUNCT,GEN
Sentence 641,rift,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,long,ADJ,O
,narrow,ADJ,O
